date,state,district,pincode,demo_age_5_17,demo_age_17_
03-09-2025,Telangana,K.v. Rangareddy,500014,0,2
03-09-2025,Telangana,K.v. Rangareddy,500019,5,23
03-09-2025,Telangana,K.v. Rangareddy,500035,2,30
03-09-2025,Telangana,K.v. Rangareddy,500047,3,39
03-09-2025,Telangana,K.v. Rangareddy,500049,8,35
03-09-2025,Telangana,K.v. Rangareddy,500055,2,11
03-09-2025,Telangana,K.v. Rangareddy,500067,0,1
03-09-2025,Telangana,K.v. Rangareddy,500075,2,18
03-09-2025,Telangana,K.v. Rangareddy,500079,3,39
03-09-2025,Telangana,K.v. Rangareddy,500097,5,23
03-09-2025,Telangana,K.v. Rangareddy,500098,1,2
03-09-2025,Telangana,K.v. Rangareddy,501121,0,21
03-09-2025,Telangana,K.v. Rangareddy,501141,0,23
03-09-2025,Telangana,K.v. Rangareddy,501503,2,29
03-09-2025,Telangana,K.v. Rangareddy,501504,1,16
03-09-2025,Telangana,K.v. Rangareddy,501508,2,9
03-09-2025,Telangana,K.v. Rangareddy,501509,0,14
03-09-2025,Telangana,K.v. Rangareddy,501510,2,10
03-09-2025,Telangana,K.v. Rangareddy,509216,8,47
03-09-2025,Telangana,Kamareddy,503108,0,2
03-09-2025,Telangana,Kamareddy,503123,2,44
03-09-2025,Telangana,Kamareddy,503145,1,8
03-09-2025,Telangana,Karimnagar,505001,4,80
03-09-2025,Telangana,Karimnagar,505210,0,1
03-09-2025,Telangana,Karimnagar,505214,0,1
03-09-2025,Telangana,Karimnagar,505306,0,2
03-09-2025,Telangana,Karimnagar,505325,1,3
03-09-2025,Telangana,Karimnagar,505331,0,3
03-09-2025,Telangana,Karimnagar,505403,1,1
03-09-2025,Telangana,Karimnagar,505415,0,11
03-09-2025,Telangana,Karimnagar,505452,1,8
03-09-2025,Telangana,Karimnagar,505474,0,21
03-09-2025,Telangana,Karimnagar,505497,0,5
03-09-2025,Telangana,Karimnagar,505501,0,5
03-09-2025,Telangana,Karimnagar,505514,0,1
03-09-2025,Telangana,Khammam,507002,4,30
03-09-2025,Telangana,Khammam,507101,2,1
03-09-2025,Telangana,Khammam,507114,1,7
03-09-2025,Telangana,Khammam,507115,1,5
03-09-2025,Telangana,Khammam,507116,1,0
03-09-2025,Telangana,Khammam,507117,1,4
03-09-2025,Telangana,Khammam,507133,0,2
03-09-2025,Telangana,Khammam,507137,0,3
03-09-2025,Telangana,Khammam,507203,4,21
03-09-2025,Telangana,Khammam,507301,0,1
03-09-2025,Telangana,Khammam,507302,1,10
03-09-2025,Telangana,Komaram Bheem,504296,2,51
03-09-2025,Telangana,Komaram Bheem,504299,9,86
03-09-2025,Telangana,Komaram Bheem,504313,10,36
03-09-2025,Telangana,Mahabubabad,506104,0,9
03-09-2025,Telangana,Mahabubabad,506112,1,22
03-09-2025,Telangana,Mahabubabad,506315,2,17
03-09-2025,Telangana,Mahabubabad,506324,1,40
03-09-2025,Telangana,Mahabubabad,507210,5,12
03-09-2025,Telangana,Mahabubnagar,509105,3,15
03-09-2025,Telangana,Mahabubnagar,509125,2,9
03-09-2025,Telangana,Mahabubnagar,509129,0,3
03-09-2025,Telangana,Mahabubnagar,509130,1,13
03-09-2025,Telangana,Mahabubnagar,509132,0,2
03-09-2025,Telangana,Mahabubnagar,509206,1,10
03-09-2025,Telangana,Mahabubnagar,509207,2,2
03-09-2025,Telangana,Mahabubnagar,509209,2,13
03-09-2025,Telangana,Mahabubnagar,509326,0,1
03-09-2025,Telangana,Mahabubnagar,509335,0,6
03-09-2025,Telangana,Mahabubnagar,509336,2,7
03-09-2025,Telangana,Mahabubnagar,509353,0,12
03-09-2025,Telangana,Mahabubnagar,509376,2,11
03-09-2025,Telangana,Mahabubnagar,509380,2,10
03-09-2025,Telangana,Mancherial,504201,2,15
03-09-2025,Telangana,Mancherial,504209,0,4
03-09-2025,Telangana,Mancherial,504215,3,27
03-09-2025,Telangana,Mancherial,504303,0,9
03-09-2025,Telangana,Medak,502103,1,2
03-09-2025,Telangana,Medak,502110,1,23
03-09-2025,Telangana,Medak,502125,0,6
03-09-2025,Telangana,Medak,502246,1,1
03-09-2025,Telangana,Medak,502249,0,3
03-09-2025,Telangana,Medak,502270,3,25
03-09-2025,Telangana,Medak,502273,1,9
03-09-2025,Telangana,Medak,502295,0,3
03-09-2025,Telangana,Medak,502310,0,1
03-09-2025,Telangana,Medak,502313,4,27
03-09-2025,Telangana,Medak,502321,3,16
03-09-2025,Telangana,Medak,502329,1,1
03-09-2025,Telangana,Medak,502371,0,4
03-09-2025,Telangana,Medak,502372,0,8
03-09-2025,Telangana,Medchal-malkajgiri,500051,1,3
03-09-2025,Telangana,Medchal-malkajgiri,500068,1,10
03-09-2025,Telangana,Medchal-malkajgiri,500072,2,44
03-09-2025,Telangana,Medchal-malkajgiri,500098,2,10
03-09-2025,Telangana,Medchal-malkajgiri,501301,3,22
03-09-2025,Telangana,Medchal−malkajgiri,500043,0,1
03-09-2025,Telangana,Medchal−malkajgiri,500085,0,1
03-09-2025,Telangana,Medchal−malkajgiri,501401,0,1
03-09-2025,Telangana,Mulugu,506165,2,31
03-09-2025,Telangana,Mulugu,506168,0,1
03-09-2025,Telangana,Nagarkurnool,509209,5,12
03-09-2025,Telangana,Nagarkurnool,509235,1,3
03-09-2025,Telangana,Nalgonda,508105,2,7
03-09-2025,Telangana,Nalgonda,508114,1,11
03-09-2025,Telangana,Nalgonda,508213,1,19
03-09-2025,Telangana,Nalgonda,508218,3,6
03-09-2025,Telangana,Nalgonda,508247,0,20
03-09-2025,Telangana,Nalgonda,508252,0,5
03-09-2025,Telangana,Nalgonda,508253,0,6
03-09-2025,Telangana,Nalgonda,508257,0,15
03-09-2025,Telangana,Nalgonda,508355,1,17
03-09-2025,Telangana,Nirmal,504105,0,18
03-09-2025,Telangana,Nirmal,504109,4,29
03-09-2025,Telangana,Nirmal,504203,1,41
03-09-2025,Telangana,Nirmal,504205,0,1
03-09-2025,Telangana,Nizamabad,503002,0,20
03-09-2025,Telangana,Nizamabad,503003,1,27
03-09-2025,Telangana,Nizamabad,503110,0,1
03-09-2025,Telangana,Nizamabad,503111,0,2
03-09-2025,Telangana,Nizamabad,503123,0,1
03-09-2025,Telangana,Nizamabad,503164,7,43
03-09-2025,Telangana,Nizamabad,503202,2,9
03-09-2025,Telangana,Nizamabad,503212,2,23
03-09-2025,Telangana,Nizamabad,503213,0,12
03-09-2025,Telangana,Nizamabad,503302,1,0
03-09-2025,Telangana,Nizamabad,503309,1,18
03-09-2025,Telangana,Nizamabad,503311,1,12
03-09-2025,Telangana,Peddapalli,505152,1,16
03-09-2025,Telangana,Peddapalli,505174,0,2
03-09-2025,Telangana,Peddapalli,505185,2,6
03-09-2025,Telangana,Peddapalli,505186,0,16
03-09-2025,Telangana,Rajanna Sircilla,505303,0,3
03-09-2025,Telangana,Rajanna Sircilla,505305,4,8
03-09-2025,Telangana,Rajanna Sircilla,505401,0,2
03-09-2025,Telangana,Rajanna Sircilla,505528,0,1
03-09-2025,Telangana,Rajanna Sircilla,505530,0,1
03-09-2025,Telangana,Sangareddy,502032,6,59
03-09-2025,Telangana,Sangareddy,502210,1,4
03-09-2025,Telangana,Sangareddy,502256,0,1
03-09-2025,Telangana,Sangareddy,502270,3,18
03-09-2025,Telangana,Sangareddy,502294,0,5
03-09-2025,Telangana,Sangareddy,502318,0,6
03-09-2025,Telangana,Sangareddy,502329,1,2
03-09-2025,Telangana,Siddipet,502247,2,11
03-09-2025,Telangana,Siddipet,502310,0,1
03-09-2025,Telangana,Siddipet,506355,0,2
03-09-2025,Telangana,Suryapet,508246,3,16
03-09-2025,Telangana,Suryapet,508376,0,17
03-09-2025,Telangana,Vikarabad,501106,0,9
03-09-2025,Telangana,Vikarabad,501141,12,111
03-09-2025,Telangana,Vikarabad,501501,7,53
03-09-2025,Telangana,Vikarabad,509338,5,75
03-09-2025,Telangana,Wanaparthy,509104,7,42
03-09-2025,Telangana,Warangal,506006,1,1
03-09-2025,Telangana,Warangal,506007,0,1
03-09-2025,Telangana,Warangal,506222,0,7
03-09-2025,Telangana,Warangal,506224,1,10
03-09-2025,Telangana,Warangal,506252,2,1
03-09-2025,Telangana,Warangal,506302,0,1
03-09-2025,Telangana,Warangal,506313,1,3
03-09-2025,Telangana,Warangal,506344,0,2
03-09-2025,Telangana,Warangal,506345,0,2
03-09-2025,Telangana,Warangal,506368,0,10
03-09-2025,Telangana,Warangal,506391,1,1
03-09-2025,Telangana,Warangal Rural,506134,0,3
03-09-2025,Telangana,Warangal Rural,506164,0,9
03-09-2025,Telangana,Warangal Rural,506310,1,10
03-09-2025,Telangana,Warangal Rural,506319,0,2
03-09-2025,Telangana,Warangal Urban,506002,4,60
03-09-2025,Telangana,Warangal Urban,506005,0,8
03-09-2025,Telangana,Yadadri.,508105,0,34
03-09-2025,Telangana,Yadadri.,508113,0,19
03-09-2025,Telangana,Yadadri.,508126,3,20
03-09-2025,Telangana,Yadadri.,508277,1,33
04-09-2025,Telangana,Adilabad,504002,1,1
04-09-2025,Telangana,Adilabad,504104,0,2
04-09-2025,Telangana,Adilabad,504106,1,5
04-09-2025,Telangana,Adilabad,504110,0,6
04-09-2025,Telangana,Adilabad,504231,0,2
04-09-2025,Telangana,Adilabad,504304,1,13
04-09-2025,Telangana,Adilabad,504310,1,2
04-09-2025,Telangana,Adilabad,504346,2,27
04-09-2025,Telangana,Bhadradri Kothagudem,507111,3,11
04-09-2025,Telangana,Bhadradri Kothagudem,507120,3,12
04-09-2025,Telangana,Bhadradri Kothagudem,507123,1,20
04-09-2025,Telangana,Bhadradri Kothagudem,507166,4,18
04-09-2025,Telangana,Bhadradri Kothagudem,507301,5,21
04-09-2025,Telangana,Hanumakonda,505476,0,3
04-09-2025,Telangana,Hanumakonda,506009,1,4
04-09-2025,Telangana,Hanumakonda,506142,0,20
04-09-2025,Telangana,Hanumakonda,506164,0,4
04-09-2025,Telangana,Hanumakonda,506310,0,5
04-09-2025,Telangana,Hanumakonda,506371,0,12
04-09-2025,Telangana,Hanumakonda,506391,0,7
04-09-2025,Telangana,Hyderabad,500012,3,14
04-09-2025,Telangana,Hyderabad,500020,8,24
04-09-2025,Telangana,Hyderabad,500025,1,6
04-09-2025,Telangana,Hyderabad,500049,1,6
04-09-2025,Telangana,Hyderabad,500050,0,1
04-09-2025,Telangana,Hyderabad,500062,0,7
04-09-2025,Telangana,Hyderabad,500067,0,7
04-09-2025,Telangana,Hyderabad,500072,2,8
04-09-2025,Telangana,Hyderabad,500073,2,3
04-09-2025,Telangana,Hyderabad,500094,0,11
04-09-2025,Telangana,Hyderabad,500095,1,2
04-09-2025,Telangana,Jagitial,505415,0,2
04-09-2025,Telangana,Jagitial,505501,1,9
04-09-2025,Telangana,Jangoan,506221,0,12
04-09-2025,Telangana,Jangoan,506222,0,4
04-09-2025,Telangana,Jangoan,506244,0,7
04-09-2025,Telangana,Jangoan,506313,0,1
04-09-2025,Telangana,Jangoan,506318,0,2
04-09-2025,Telangana,Jayashankar Bhupalpally,505184,0,4
04-09-2025,Telangana,Jayashankar Bhupalpally,506168,1,28
04-09-2025,Telangana,Jogulamba Gadwal,509127,9,20
04-09-2025,Telangana,Jogulamba Gadwal,509129,2,19
04-09-2025,Telangana,Jogulamba Gadwal,509153,4,17
04-09-2025,Telangana,K.v. Rangareddy,500043,1,1
04-09-2025,Telangana,K.v. Rangareddy,500075,1,24
04-09-2025,Telangana,K.v. Rangareddy,500076,4,35
04-09-2025,Telangana,K.v. Rangareddy,501143,2,38
04-09-2025,Telangana,K.v. Rangareddy,501144,0,11
04-09-2025,Telangana,K.v. Rangareddy,501301,4,18
04-09-2025,Telangana,K.v. Rangareddy,501401,0,4
04-09-2025,Telangana,K.v. Rangareddy,501510,5,34
04-09-2025,Telangana,K.v. Rangareddy,501511,0,1
04-09-2025,Telangana,K.v. Rangareddy,509207,2,37
04-09-2025,Telangana,Kamareddy,503122,1,8
04-09-2025,Telangana,Kamareddy,503187,1,11
04-09-2025,Telangana,Kamareddy,503302,0,1
04-09-2025,Telangana,Karimnagar,505101,0,2
04-09-2025,Telangana,Karimnagar,505172,2,14
04-09-2025,Telangana,Karimnagar,505187,0,12
04-09-2025,Telangana,Karimnagar,505215,0,6
04-09-2025,Telangana,Karimnagar,505325,0,7
04-09-2025,Telangana,Karimnagar,505405,4,8
04-09-2025,Telangana,Karimnagar,505415,1,28
04-09-2025,Telangana,Karimnagar,505416,4,10
04-09-2025,Telangana,Karimnagar,505451,0,7
04-09-2025,Telangana,Karimnagar,505453,0,3
04-09-2025,Telangana,Karimnagar,505462,2,3
04-09-2025,Telangana,Karimnagar,505468,1,10
04-09-2025,Telangana,Karimnagar,505469,0,22
04-09-2025,Telangana,Karimnagar,505470,4,71
04-09-2025,Telangana,Karimnagar,505471,0,2
04-09-2025,Telangana,Karimnagar,505472,1,5
04-09-2025,Telangana,Karimnagar,505474,1,38
04-09-2025,Telangana,Karimnagar,505480,0,3
04-09-2025,Telangana,Karimnagar,505481,1,9
04-09-2025,Telangana,Karimnagar,505497,0,3
04-09-2025,Telangana,Karimnagar,505498,0,5
04-09-2025,Telangana,Karimnagar,505503,2,19
04-09-2025,Telangana,Karimnagar,505505,0,54
04-09-2025,Telangana,Karimnagar,505525,0,5
04-09-2025,Telangana,Khammam,507115,2,6
04-09-2025,Telangana,Khammam,507116,1,1
04-09-2025,Telangana,Khammam,507123,0,6
04-09-2025,Telangana,Khammam,507128,0,5
04-09-2025,Telangana,Khammam,507167,4,27
04-09-2025,Telangana,Khammam,507182,0,20
04-09-2025,Telangana,Khammam,507183,0,7
04-09-2025,Telangana,Khammam,507305,2,20
04-09-2025,Telangana,Komaram Bheem,504273,0,1
04-09-2025,Telangana,Komaram Bheem,504293,7,40
04-09-2025,Telangana,Komaram Bheem,504295,2,35
04-09-2025,Telangana,Mahabubabad,506105,2,9
04-09-2025,Telangana,Mahabubabad,506332,0,1
04-09-2025,Telangana,Mahabubabad,507122,0,6
04-09-2025,Telangana,Mahabubnagar,509105,1,7
04-09-2025,Telangana,Mahabubnagar,509131,4,4
04-09-2025,Telangana,Mahabubnagar,509132,2,5
04-09-2025,Telangana,Mahabubnagar,509311,2,12
04-09-2025,Telangana,Mahabubnagar,509327,0,1
04-09-2025,Telangana,Mahabubnagar,509337,3,39
04-09-2025,Telangana,Mahabubnagar,509338,5,7
04-09-2025,Telangana,Mahabubnagar,509339,7,15
04-09-2025,Telangana,Mahabubnagar,509358,1,2
04-09-2025,Telangana,Mahabubnagar,509360,0,1
04-09-2025,Telangana,Mahabubnagar,509411,1,2
04-09-2025,Telangana,Mahabubnagar,509412,0,23
04-09-2025,Telangana,Mancherial,504207,1,23
04-09-2025,Telangana,Mancherial,504214,2,6
04-09-2025,Telangana,Medak,502001,2,5
04-09-2025,Telangana,Medak,502107,0,1
04-09-2025,Telangana,Medak,502110,4,16
04-09-2025,Telangana,Medak,502117,0,3
04-09-2025,Telangana,Medak,502130,0,10
04-09-2025,Telangana,Medak,502271,1,3
04-09-2025,Telangana,Medak,502273,1,15
04-09-2025,Telangana,Medak,502293,0,10
04-09-2025,Telangana,Medak,502296,1,7
04-09-2025,Telangana,Medak,502306,0,1
04-09-2025,Telangana,Medak,502310,0,2
04-09-2025,Telangana,Medak,502334,2,10
04-09-2025,Telangana,Medak,502335,1,3
04-09-2025,Telangana,Medak,502345,3,9
04-09-2025,Telangana,Medak,502372,2,0
04-09-2025,Telangana,Medchal-malkajgiri,500043,6,11
04-09-2025,Telangana,Medchal-malkajgiri,500051,0,5
04-09-2025,Telangana,Medchal-malkajgiri,500056,4,17
04-09-2025,Telangana,Medchal-malkajgiri,500085,2,14
04-09-2025,Telangana,Medchal−malkajgiri,500055,3,3
04-09-2025,Telangana,Mulugu,506344,0,11
04-09-2025,Telangana,Mulugu,506347,0,11
04-09-2025,Telangana,Mulugu,507136,2,55
04-09-2025,Telangana,Nagarkurnool,509201,0,5
04-09-2025,Telangana,Nagarkurnool,509215,2,25
04-09-2025,Telangana,Nagarkurnool,509326,0,1
04-09-2025,Telangana,Nagarkurnool,509349,0,11
04-09-2025,Telangana,Nalgonda,508101,0,2
04-09-2025,Telangana,Nalgonda,508113,0,1
04-09-2025,Telangana,Nalgonda,508116,2,13
04-09-2025,Telangana,Nalgonda,508218,0,5
04-09-2025,Telangana,Nalgonda,508245,4,21
04-09-2025,Telangana,Nalgonda,508253,0,7
04-09-2025,Telangana,Nalgonda,508277,1,0
04-09-2025,Telangana,Nalgonda,508284,0,4
04-09-2025,Telangana,Nalgonda,508285,0,2
04-09-2025,Telangana,Narayanpet,509130,7,30
04-09-2025,Telangana,Narayanpet,509204,1,12
04-09-2025,Telangana,Narayanpet,509407,0,16
04-09-2025,Telangana,Nirmal,504109,0,26
04-09-2025,Telangana,Nirmal,504203,10,77
04-09-2025,Telangana,Nizamabad,503101,0,4
04-09-2025,Telangana,Nizamabad,503111,1,4
04-09-2025,Telangana,Nizamabad,503125,0,3
04-09-2025,Telangana,Nizamabad,503144,1,3
04-09-2025,Telangana,Nizamabad,503213,0,20
04-09-2025,Telangana,Nizamabad,503230,4,19
04-09-2025,Telangana,Nizamabad,503235,1,16
04-09-2025,Telangana,Nizamabad,503302,0,6
04-09-2025,Telangana,Nizamabad,503309,0,4
04-09-2025,Telangana,Peddapalli,505186,1,16
04-09-2025,Telangana,Peddapalli,505187,1,10
04-09-2025,Telangana,Peddapalli,505188,0,3
04-09-2025,Telangana,Peddapalli,505214,0,4
04-09-2025,Telangana,Peddapalli,505514,0,2
04-09-2025,Telangana,Rajanna Sircilla,505302,4,26
04-09-2025,Telangana,Rajanna Sircilla,505524,0,10
04-09-2025,Telangana,Rangareddy,501512,0,7
04-09-2025,Telangana,Sangareddy,502001,1,20
04-09-2025,Telangana,Sangareddy,502256,0,3
04-09-2025,Telangana,Sangareddy,502291,1,12
04-09-2025,Telangana,Siddipet,502107,1,15
04-09-2025,Telangana,Siddipet,502114,1,16
04-09-2025,Telangana,Siddipet,502247,2,11
04-09-2025,Telangana,Siddipet,502277,0,4
04-09-2025,Telangana,Siddipet,502375,1,7
04-09-2025,Telangana,Siddipet,505473,1,55
04-09-2025,Telangana,Siddipet,506355,0,6
04-09-2025,Telangana,Siddipet,506367,0,11
04-09-2025,Telangana,Suryapet,508224,0,5
04-09-2025,Telangana,Suryapet,508376,1,15
04-09-2025,Telangana,Vikarabad,501121,2,15
04-09-2025,Telangana,Vikarabad,501143,2,33
04-09-2025,Telangana,Vikarabad,501158,12,69
04-09-2025,Telangana,Vikarabad,501202,1,10
04-09-2025,Telangana,Vikarabad,509335,0,8
04-09-2025,Telangana,Wanaparthy,509206,4,50
04-09-2025,Telangana,Warangal,506001,0,5
04-09-2025,Telangana,Warangal,506105,0,3
04-09-2025,Telangana,Warangal,506112,0,2
04-09-2025,Telangana,Warangal,506165,0,2
04-09-2025,Telangana,Warangal,506224,0,5
04-09-2025,Telangana,Warangal,506252,2,12
04-09-2025,Telangana,Warangal,506301,0,1
04-09-2025,Telangana,Warangal,506310,1,4
04-09-2025,Telangana,Warangal,506314,1,3
04-09-2025,Telangana,Warangal,506331,0,7
04-09-2025,Telangana,Warangal,506332,2,0
04-09-2025,Telangana,Warangal,506352,1,3
04-09-2025,Telangana,Warangal,506370,0,1
04-09-2025,Telangana,Warangal Rural,506330,2,42
04-09-2025,Telangana,Warangal Rural,506331,2,52
04-09-2025,Telangana,Warangal Rural,506332,0,2
04-09-2025,Telangana,Warangal Urban,505102,0,2
04-09-2025,Telangana,Warangal Urban,505471,0,1
04-09-2025,Telangana,Warangal Urban,506001,0,1
04-09-2025,Telangana,Warangal Urban,506004,1,2
04-09-2025,Telangana,Yadadri.,508105,1,79
04-09-2025,Telangana,Yadadri.,508116,0,39
04-09-2025,Telangana,Yadadri.,508126,1,22
04-09-2025,Telangana,Yadadri.,508277,2,28
05-09-2025,Telangana,Adilabad,504001,0,10
05-09-2025,Telangana,Adilabad,504310,0,3
05-09-2025,Telangana,Adilabad,504312,0,1
05-09-2025,Telangana,Bhadradri Kothagudem,507111,0,3
05-09-2025,Telangana,Bhadradri Kothagudem,507114,0,1
05-09-2025,Telangana,Bhadradri Kothagudem,507118,0,5
05-09-2025,Telangana,Bhadradri Kothagudem,507133,0,8
05-09-2025,Telangana,Bhadradri Kothagudem,507301,3,17
05-09-2025,Telangana,Hanumakonda,506145,0,6
05-09-2025,Telangana,Hanumakonda,506151,0,3
05-09-2025,Telangana,Hyderabad,500015,0,6
05-09-2025,Telangana,Hyderabad,500018,2,6
05-09-2025,Telangana,Hyderabad,500025,0,2
05-09-2025,Telangana,Hyderabad,500034,1,6
05-09-2025,Telangana,Hyderabad,500040,1,5
05-09-2025,Telangana,Hyderabad,500059,0,19
05-09-2025,Telangana,Jagitial,505453,0,8
05-09-2025,Telangana,Jangoan,506144,0,6
05-09-2025,Telangana,Jangoan,506316,0,11
05-09-2025,Telangana,K.v. Rangareddy,500032,2,13
05-09-2025,Telangana,K.v. Rangareddy,500048,3,7
05-09-2025,Telangana,K.v. Rangareddy,500050,1,9
05-09-2025,Telangana,K.v. Rangareddy,500060,1,7
05-09-2025,Telangana,K.v. Rangareddy,500070,2,10
05-09-2025,Telangana,K.v. Rangareddy,500081,0,6
05-09-2025,Telangana,K.v. Rangareddy,500084,3,9
05-09-2025,Telangana,K.v. Rangareddy,500086,3,11
05-09-2025,Telangana,K.v. Rangareddy,500088,1,7
05-09-2025,Telangana,K.v. Rangareddy,500090,0,2
05-09-2025,Telangana,K.v. Rangareddy,500102,0,3
05-09-2025,Telangana,K.v. Rangareddy,501101,1,4
05-09-2025,Telangana,K.v. Rangareddy,501141,3,8
05-09-2025,Telangana,K.v. Rangareddy,501142,0,12
05-09-2025,Telangana,K.v. Rangareddy,501144,1,4
05-09-2025,Telangana,K.v. Rangareddy,501505,3,18
05-09-2025,Telangana,K.v. Rangareddy,501508,0,4
05-09-2025,Telangana,K.v. Rangareddy,509321,0,17
05-09-2025,Telangana,K.v. Rangareddy,509357,0,1
05-09-2025,Telangana,K.v. Rangareddy,509408,1,26
05-09-2025,Telangana,Kamareddy,503120,0,1
05-09-2025,Telangana,Kamareddy,503302,0,2
05-09-2025,Telangana,Kamareddy,503305,0,1
05-09-2025,Telangana,Karimnagar,505129,0,1
05-09-2025,Telangana,Karimnagar,505208,0,1
05-09-2025,Telangana,Karimnagar,505209,0,3
05-09-2025,Telangana,Karimnagar,505211,0,1
05-09-2025,Telangana,Karimnagar,505327,0,4
05-09-2025,Telangana,Karimnagar,505451,0,1
05-09-2025,Telangana,Karimnagar,505529,0,4
05-09-2025,Telangana,Karimnagar,505530,0,1
05-09-2025,Telangana,Khammam,507001,2,15
05-09-2025,Telangana,Khammam,507003,2,13
05-09-2025,Telangana,Khammam,507114,1,0
05-09-2025,Telangana,Khammam,507119,0,2
05-09-2025,Telangana,Khammam,507124,0,1
05-09-2025,Telangana,Khammam,507136,0,1
05-09-2025,Telangana,Khammam,507167,1,4
05-09-2025,Telangana,Khammam,507168,0,2
05-09-2025,Telangana,Khammam,507169,0,2
05-09-2025,Telangana,Khammam,507203,0,4
05-09-2025,Telangana,Khammam,507210,0,1
05-09-2025,Telangana,Komaram Bheem,504292,1,2
05-09-2025,Telangana,Komaram Bheem,504294,4,13
05-09-2025,Telangana,Komaram Bheem,504295,3,21
05-09-2025,Telangana,Mahabubabad,506104,0,2
05-09-2025,Telangana,Mahabubabad,506105,0,1
05-09-2025,Telangana,Mahabubnagar,509103,0,1
05-09-2025,Telangana,Mahabubnagar,509201,0,2
05-09-2025,Telangana,Mahabubnagar,509204,1,7
05-09-2025,Telangana,Mahabubnagar,509320,1,0
05-09-2025,Telangana,Mahabubnagar,509337,1,10
05-09-2025,Telangana,Mahabubnagar,509339,0,9
05-09-2025,Telangana,Mahabubnagar,509382,0,6
05-09-2025,Telangana,Mahabubnagar,509385,1,1
05-09-2025,Telangana,Mancherial,504205,0,3
05-09-2025,Telangana,Mancherial,504231,0,7
05-09-2025,Telangana,Medak,502103,0,2
05-09-2025,Telangana,Medak,502113,0,4
05-09-2025,Telangana,Medak,502248,0,8
05-09-2025,Telangana,Medak,502269,0,1
05-09-2025,Telangana,Medak,502287,0,2
05-09-2025,Telangana,Medak,502296,1,0
05-09-2025,Telangana,Medak,502305,0,1
05-09-2025,Telangana,Medak,502318,0,3
05-09-2025,Telangana,Medak,502381,0,5
05-09-2025,Telangana,Medchal-malkajgiri,500051,0,3
05-09-2025,Telangana,Medchal-malkajgiri,500087,7,22
05-09-2025,Telangana,Medchal-malkajgiri,500090,8,50
05-09-2025,Telangana,Medchal-malkajgiri,500101,0,2
05-09-2025,Telangana,Medchal−malkajgiri,500055,0,3
05-09-2025,Telangana,Medchal−malkajgiri,500090,0,2
05-09-2025,Telangana,Nagarkurnool,509349,0,6
05-09-2025,Telangana,Nagarkurnool,509376,0,3
05-09-2025,Telangana,Nagarkurnool,509406,0,2
05-09-2025,Telangana,Nagarkurnool,509412,0,2
05-09-2025,Telangana,Nalgonda,508113,0,1
05-09-2025,Telangana,Nalgonda,508116,0,3
05-09-2025,Telangana,Nalgonda,508202,0,4
05-09-2025,Telangana,Nalgonda,508234,0,1
05-09-2025,Telangana,Nalgonda,508244,0,2
05-09-2025,Telangana,Nalgonda,508254,0,3
05-09-2025,Telangana,Nalgonda,508355,0,4
05-09-2025,Telangana,Nalgonda,508377,0,1
05-09-2025,Telangana,Nirmal,504306,0,6
05-09-2025,Telangana,Nizamabad,503111,0,1
05-09-2025,Telangana,Nizamabad,503144,0,1
05-09-2025,Telangana,Nizamabad,503165,1,1
05-09-2025,Telangana,Nizamabad,503230,0,5
05-09-2025,Telangana,Nizamabad,503308,0,1
05-09-2025,Telangana,Rajanna Sircilla,505301,2,8
05-09-2025,Telangana,Rajanna Sircilla,505303,6,19
05-09-2025,Telangana,Rajanna Sircilla,505405,0,1
05-09-2025,Telangana,Rangareddy,501512,2,3
05-09-2025,Telangana,Sangareddy,502032,4,34
05-09-2025,Telangana,Sangareddy,502221,0,1
05-09-2025,Telangana,Sangareddy,502270,0,5
05-09-2025,Telangana,Sangareddy,502285,0,3
05-09-2025,Telangana,Sangareddy,502307,0,1
05-09-2025,Telangana,Sangareddy,502319,4,13
05-09-2025,Telangana,Siddipet,502280,0,1
05-09-2025,Telangana,Siddipet,502301,0,2
05-09-2025,Telangana,Siddipet,505467,0,11
05-09-2025,Telangana,Siddipet,505473,4,35
05-09-2025,Telangana,Siddipet,506355,0,2
05-09-2025,Telangana,Suryapet,508213,0,14
05-09-2025,Telangana,Vikarabad,501111,0,8
05-09-2025,Telangana,Vikarabad,501158,4,33
05-09-2025,Telangana,Vikarabad,501202,2,3
05-09-2025,Telangana,Vikarabad,509350,3,23
05-09-2025,Telangana,Wanaparthy,509130,0,1
05-09-2025,Telangana,Wanaparthy,509131,2,4
05-09-2025,Telangana,Warangal,506003,0,1
05-09-2025,Telangana,Warangal,506132,0,2
05-09-2025,Telangana,Warangal,506169,0,2
05-09-2025,Telangana,Warangal,506355,0,3
05-09-2025,Telangana,Warangal Rural,506164,1,1
05-09-2025,Telangana,Warangal Rural,506365,0,1
05-09-2025,Telangana,Warangal Rural,506369,0,1
05-09-2025,Telangana,Warangal Urban,505122,0,1
05-09-2025,Telangana,Warangal Urban,506005,0,6
05-09-2025,Telangana,Warangal Urban,506006,0,2
05-09-2025,Telangana,Yadadri.,508253,0,9
07-09-2025,Telangana,Adilabad,504296,0,1
07-09-2025,Telangana,Bhadradri Kothagudem,507118,0,1
07-09-2025,Telangana,Hanumakonda,506003,1,2
07-09-2025,Telangana,Hanumakonda,506004,0,1
07-09-2025,Telangana,Hanumakonda,506006,0,2
