date,state,district,pincode,bio_age_5_17,bio_age_17_
17-11-2025,Telangana,Mancherial,504220,1,0
17-11-2025,Telangana,Medak,502110,3,3
17-11-2025,Telangana,Medak,502220,18,18
17-11-2025,Telangana,Medak,502247,7,2
17-11-2025,Telangana,Medak,502256,0,4
17-11-2025,Telangana,Medak,502257,12,13
17-11-2025,Telangana,Medak,502276,3,4
17-11-2025,Telangana,Medak,502285,0,2
17-11-2025,Telangana,Medak,502286,30,23
17-11-2025,Telangana,Medak,502295,3,3
17-11-2025,Telangana,Medak,502300,1,3
17-11-2025,Telangana,Medak,502301,24,6
17-11-2025,Telangana,Medak,502303,2,3
17-11-2025,Telangana,Medak,502334,11,4
17-11-2025,Telangana,Medak,502336,13,10
17-11-2025,Telangana,Medak,502345,4,16
17-11-2025,Telangana,Medak,502371,8,2
17-11-2025,Telangana,Medak,502372,6,0
17-11-2025,Telangana,Medchal-malkajgiri,500056,5,5
17-11-2025,Telangana,Medchal-malkajgiri,500062,5,7
17-11-2025,Telangana,Medchal-malkajgiri,501301,2,2
17-11-2025,Telangana,Medchal-malkajgiri,501401,4,5
17-11-2025,Telangana,Medchal−malkajgiri,500056,9,0
17-11-2025,Telangana,Mulugu,506344,0,4
17-11-2025,Telangana,Mulugu,507133,1,0
17-11-2025,Telangana,Nagarkurnool,509215,2,5
17-11-2025,Telangana,Nagarkurnool,509235,0,1
17-11-2025,Telangana,Nagarkurnool,509301,0,1
17-11-2025,Telangana,Nagarkurnool,509320,4,0
17-11-2025,Telangana,Nagarkurnool,509385,5,1
17-11-2025,Telangana,Nagarkurnool,509412,3,1
17-11-2025,Telangana,Nalgonda,508001,36,37
17-11-2025,Telangana,Nalgonda,508101,2,1
17-11-2025,Telangana,Nalgonda,508116,12,15
17-11-2025,Telangana,Nalgonda,508126,6,0
17-11-2025,Telangana,Nalgonda,508201,9,0
17-11-2025,Telangana,Nalgonda,508217,8,12
17-11-2025,Telangana,Nalgonda,508221,7,4
17-11-2025,Telangana,Nalgonda,508238,3,3
17-11-2025,Telangana,Nalgonda,508243,15,5
17-11-2025,Telangana,Narayanpet,509336,1,0
17-11-2025,Telangana,Narayanpet,509351,2,3
17-11-2025,Telangana,Nirmal,504203,8,5
17-11-2025,Telangana,Nirmal,504306,2,3
17-11-2025,Telangana,Nizamabad,503003,6,3
17-11-2025,Telangana,Nizamabad,503102,2,1
17-11-2025,Telangana,Nizamabad,503111,5,7
17-11-2025,Telangana,Nizamabad,503120,2,1
17-11-2025,Telangana,Nizamabad,503164,12,10
17-11-2025,Telangana,Nizamabad,503165,42,9
17-11-2025,Telangana,Nizamabad,503175,9,10
17-11-2025,Telangana,Nizamabad,503180,5,1
17-11-2025,Telangana,Nizamabad,503207,34,17
17-11-2025,Telangana,Nizamabad,503219,10,2
17-11-2025,Telangana,Nizamabad,503230,5,9
17-11-2025,Telangana,Nizamabad,503306,13,20
17-11-2025,Telangana,Peddapalli,505187,0,2
17-11-2025,Telangana,Peddapalli,505208,2,2
17-11-2025,Telangana,Rajanna Sircilla,505302,5,4
17-11-2025,Telangana,Rajanna Sircilla,505304,3,1
17-11-2025,Telangana,Rajanna Sircilla,505401,2,0
17-11-2025,Telangana,Rajanna Sircilla,505404,0,2
17-11-2025,Telangana,Rajanna Sircilla,505524,1,0
17-11-2025,Telangana,Rangareddy,501505,0,2
17-11-2025,Telangana,Sangareddy,502228,2,0
17-11-2025,Telangana,Sangareddy,502251,2,0
17-11-2025,Telangana,Sangareddy,502286,13,5
17-11-2025,Telangana,Sangareddy,502296,6,1
17-11-2025,Telangana,Sangareddy,502321,4,0
17-11-2025,Telangana,Sangareddy,502329,3,1
17-11-2025,Telangana,Sangareddy,502371,0,1
17-11-2025,Telangana,Siddipet,502114,0,1
17-11-2025,Telangana,Siddipet,505530,1,2
17-11-2025,Telangana,Siddipet,506355,1,0
17-11-2025,Telangana,Siddipet,506367,2,2
17-11-2025,Telangana,Suryapet,508204,8,10
17-11-2025,Telangana,Suryapet,508218,9,7
17-11-2025,Telangana,Suryapet,508221,2,3
17-11-2025,Telangana,Suryapet,508234,3,3
17-11-2025,Telangana,Vikarabad,501144,2,8
17-11-2025,Telangana,Vikarabad,501501,5,5
17-11-2025,Telangana,Wanaparthy,509120,7,2
17-11-2025,Telangana,Wanaparthy,509130,1,1
17-11-2025,Telangana,Wanaparthy,509206,4,2
17-11-2025,Telangana,Warangal,506009,5,3
17-11-2025,Telangana,Warangal,506015,3,4
17-11-2025,Telangana,Warangal,506317,8,1
17-11-2025,Telangana,Warangal,506355,3,10
17-11-2025,Telangana,Warangal,506366,0,1
17-11-2025,Telangana,Warangal,506381,4,0
17-11-2025,Telangana,Warangal Rural,506122,4,2
17-11-2025,Telangana,Warangal Rural,506314,11,2
17-11-2025,Telangana,Warangal Rural,506319,2,0
17-11-2025,Telangana,Warangal Rural,506349,1,1
17-11-2025,Telangana,Warangal Rural,506369,1,0
17-11-2025,Telangana,Warangal Urban,506002,14,15
17-11-2025,Telangana,Warangal Urban,506003,4,0
17-11-2025,Telangana,Warangal Urban,506005,5,1
17-11-2025,Telangana,Warangal Urban,506006,4,1
17-11-2025,Telangana,Warangal Urban,506370,3,0
17-11-2025,Telangana,Yadadri.,508113,13,0
17-11-2025,Telangana,Yadadri.,508115,5,3
18-11-2025,Telangana,Medak,502301,9,4
18-11-2025,Telangana,Medak,502302,4,10
18-11-2025,Telangana,Medak,502316,11,11
18-11-2025,Telangana,Medak,502375,3,2
18-11-2025,Telangana,Medchal-malkajgiri,500018,12,9
18-11-2025,Telangana,Medchal-malkajgiri,500040,0,5
18-11-2025,Telangana,Medchal-malkajgiri,500043,8,4
18-11-2025,Telangana,Medchal-malkajgiri,500067,5,5
18-11-2025,Telangana,Medchal-malkajgiri,500072,17,13
18-11-2025,Telangana,Medchal-malkajgiri,500076,1,0
18-11-2025,Telangana,Medchal-malkajgiri,500083,8,4
18-11-2025,Telangana,Medchal-malkajgiri,501401,2,3
18-11-2025,Telangana,Medchal−malkajgiri,500055,10,3
18-11-2025,Telangana,Medchal−malkajgiri,500072,16,4
18-11-2025,Telangana,Medchal−malkajgiri,500085,1,1
18-11-2025,Telangana,Medchal−malkajgiri,500090,13,5
18-11-2025,Telangana,Medchal−malkajgiri,501301,2,0
18-11-2025,Telangana,Medchal−malkajgiri,501401,2,0
18-11-2025,Telangana,Mulugu,506165,5,3
18-11-2025,Telangana,Mulugu,507136,4,2
18-11-2025,Telangana,Nagarkurnool,509201,5,1
18-11-2025,Telangana,Nagarkurnool,509215,1,0
18-11-2025,Telangana,Nagarkurnool,509401,17,3
18-11-2025,Telangana,Nalgonda,508101,5,4
18-11-2025,Telangana,Nalgonda,508201,15,3
18-11-2025,Telangana,Nalgonda,508204,16,2
18-11-2025,Telangana,Nalgonda,508211,72,10
18-11-2025,Telangana,Nalgonda,508212,7,5
18-11-2025,Telangana,Nalgonda,508221,5,5
18-11-2025,Telangana,Nalgonda,508238,3,5
18-11-2025,Telangana,Nalgonda,508255,8,3
18-11-2025,Telangana,Nalgonda,508277,13,3
18-11-2025,Telangana,Nalgonda,508355,32,3
18-11-2025,Telangana,Nalgonda,508373,7,9
18-11-2025,Telangana,Narayanpet,509411,2,6
18-11-2025,Telangana,Nirmal,504104,1,2
18-11-2025,Telangana,Nirmal,504202,1,0
18-11-2025,Telangana,Nizamabad,503122,6,4
18-11-2025,Telangana,Nizamabad,503145,7,3
18-11-2025,Telangana,Nizamabad,503235,2,1
18-11-2025,Telangana,Nizamabad,503301,3,2
18-11-2025,Telangana,Nizamabad,503309,11,17
18-11-2025,Telangana,Nizamabad,505325,22,1
18-11-2025,Telangana,Peddapalli,505152,1,1
18-11-2025,Telangana,Peddapalli,505185,1,1
18-11-2025,Telangana,Rajanna Sircilla,505402,7,2
18-11-2025,Telangana,Rajanna Sircilla,505403,6,1
18-11-2025,Telangana,Rajanna Sircilla,505404,1,1
18-11-2025,Telangana,Sangareddy,502286,9,2
18-11-2025,Telangana,Sangareddy,502306,2,0
18-11-2025,Telangana,Sangareddy,502307,4,2
18-11-2025,Telangana,Sangareddy,502313,5,0
18-11-2025,Telangana,Sangareddy,502321,2,0
18-11-2025,Telangana,Sangareddy,502371,1,0
18-11-2025,Telangana,Siddipet,502108,26,1
18-11-2025,Telangana,Siddipet,502276,5,3
18-11-2025,Telangana,Siddipet,502277,0,1
18-11-2025,Telangana,Siddipet,502279,26,0
18-11-2025,Telangana,Siddipet,502301,10,0
18-11-2025,Telangana,Siddipet,502311,3,0
18-11-2025,Telangana,Siddipet,506355,2,0
18-11-2025,Telangana,Suryapet,508111,1,0
18-11-2025,Telangana,Suryapet,508204,8,5
18-11-2025,Telangana,Suryapet,508212,3,5
18-11-2025,Telangana,Suryapet,508223,9,2
18-11-2025,Telangana,Suryapet,508246,5,4
18-11-2025,Telangana,Suryapet,508279,6,5
18-11-2025,Telangana,Suryapet,508280,3,3
18-11-2025,Telangana,Vikarabad,501141,2,12
18-11-2025,Telangana,Vikarabad,501202,3,4
18-11-2025,Telangana,Vikarabad,501501,13,4
18-11-2025,Telangana,Vikarabad,504299,1,0
18-11-2025,Telangana,Vikarabad,509335,1,0
18-11-2025,Telangana,Wanaparthy,509103,10,2
18-11-2025,Telangana,Wanaparthy,509130,1,0
18-11-2025,Telangana,Warangal,506005,1,2
18-11-2025,Telangana,Warangal,506013,3,0
18-11-2025,Telangana,Warangal,506104,15,6
18-11-2025,Telangana,Warangal,506105,8,5
18-11-2025,Telangana,Warangal,506134,11,4
18-11-2025,Telangana,Warangal,506142,7,3
18-11-2025,Telangana,Warangal,506165,7,1
18-11-2025,Telangana,Warangal,506221,9,3
18-11-2025,Telangana,Warangal,506252,15,1
18-11-2025,Telangana,Warangal,506310,4,2
18-11-2025,Telangana,Warangal,506313,0,1
18-11-2025,Telangana,Warangal,506315,5,15
18-11-2025,Telangana,Warangal,506342,6,1
18-11-2025,Telangana,Warangal,506349,5,5
18-11-2025,Telangana,Warangal,506371,3,0
18-11-2025,Telangana,Warangal,506381,6,3
18-11-2025,Telangana,Warangal,506391,0,2
18-11-2025,Telangana,Warangal Rural,506132,3,1
18-11-2025,Telangana,Warangal Rural,506164,6,2
18-11-2025,Telangana,Warangal Rural,506342,5,0
18-11-2025,Telangana,Warangal Urban,506003,9,1
18-11-2025,Telangana,Warangal Urban,506004,1,0
18-11-2025,Telangana,Warangal Urban,506007,1,1
18-11-2025,Telangana,Warangal Urban,506009,3,0
18-11-2025,Telangana,Yadadri.,508277,11,3
17-11-2025,Telangana,Adilabad,504110,4,2
17-11-2025,Telangana,Adilabad,504202,13,4
17-11-2025,Telangana,Adilabad,504214,1,19
17-11-2025,Telangana,Adilabad,504231,5,2
17-11-2025,Telangana,Adilabad,504293,11,2
17-11-2025,Telangana,Adilabad,504302,7,5
17-11-2025,Telangana,Adilabad,504311,9,16
17-11-2025,Telangana,Hanumakonda,506003,3,7
17-11-2025,Telangana,Hanumakonda,506143,1,0
17-11-2025,Telangana,Hanumakonda,506313,0,1
17-11-2025,Telangana,Hyderabad,500002,42,24
17-11-2025,Telangana,Hyderabad,500004,22,3
17-11-2025,Telangana,Hyderabad,500008,102,38
17-11-2025,Telangana,Hyderabad,500017,22,12
17-11-2025,Telangana,Hyderabad,500020,55,23
17-11-2025,Telangana,Hyderabad,500025,6,2
17-11-2025,Telangana,Hyderabad,500033,4,5
17-11-2025,Telangana,Hyderabad,500042,1,4
17-11-2025,Telangana,Hyderabad,500045,26,10
17-11-2025,Telangana,Hyderabad,500049,8,5
17-11-2025,Telangana,Hyderabad,500058,4,2
17-11-2025,Telangana,Hyderabad,500072,30,5
17-11-2025,Telangana,Hyderabad,500073,3,2
17-11-2025,Telangana,Hyderabad,500081,2,1
17-11-2025,Telangana,Jagitial,505325,0,4
17-11-2025,Telangana,Jagitial,505331,1,0
17-11-2025,Telangana,Jagitial,505416,0,1
17-11-2025,Telangana,Jagitial,505425,7,1
17-11-2025,Telangana,Jagitial,505460,7,0
17-11-2025,Telangana,Jagitial,505526,4,2
17-11-2025,Telangana,Jangaon,506252,3,0
17-11-2025,Telangana,Jangaon,506317,1,0
17-11-2025,Telangana,Jangoan,506145,4,0
17-11-2025,Telangana,Jangoan,506302,16,1
17-11-2025,Telangana,Jangoan,506367,1,0
17-11-2025,Telangana,Jayashankar Bhupalpally,505184,1,0
17-11-2025,Telangana,Jayashankar Bhupalpally,505504,0,2
17-11-2025,Telangana,Jayashankar Bhupalpally,506169,10,8
17-11-2025,Telangana,Jayashankar Bhupalpally,506366,1,2
17-11-2025,Telangana,Jogulamba Gadwal,509129,5,2
17-11-2025,Telangana,K.v. Rangareddy,500018,28,13
17-11-2025,Telangana,K.v. Rangareddy,500019,14,5
17-11-2025,Telangana,K.v. Rangareddy,500030,13,3
17-11-2025,Telangana,K.v. Rangareddy,500043,6,6
17-11-2025,Telangana,K.v. Rangareddy,500051,2,0
17-11-2025,Telangana,K.v. Rangareddy,500055,15,17
17-11-2025,Telangana,K.v. Rangareddy,500078,16,8
17-11-2025,Telangana,K.v. Rangareddy,500084,12,7
17-11-2025,Telangana,K.v. Rangareddy,500091,9,2
17-11-2025,Telangana,K.v. Rangareddy,500097,24,10
17-11-2025,Telangana,K.v. Rangareddy,500098,2,6
17-11-2025,Telangana,K.v. Rangareddy,501111,0,8
17-11-2025,Telangana,K.v. Rangareddy,501121,3,8
17-11-2025,Telangana,K.v. Rangareddy,501143,4,10
17-11-2025,Telangana,K.v. Rangareddy,501144,5,15
17-11-2025,Telangana,K.v. Rangareddy,501301,16,18
17-11-2025,Telangana,K.v. Rangareddy,501502,10,19
17-11-2025,Telangana,K.v. Rangareddy,501505,14,10
17-11-2025,Telangana,K.v. Rangareddy,509321,11,6
17-11-2025,Telangana,K.v. Rangareddy,509325,16,1
17-11-2025,Telangana,K.v. Rangareddy,509340,8,8
17-11-2025,Telangana,K.v. Rangareddy,509357,6,0
17-11-2025,Telangana,Kamareddy,503101,2,3
28-11-2025,Telangana,Adilabad,504104,2,7
28-11-2025,Telangana,Adilabad,504110,2,6
28-11-2025,Telangana,Adilabad,504205,4,1
28-11-2025,Telangana,Adilabad,504207,3,1
28-11-2025,Telangana,Adilabad,504216,6,2
28-11-2025,Telangana,Adilabad,504219,5,1
28-11-2025,Telangana,Adilabad,504294,3,3
28-11-2025,Telangana,Adilabad,504295,1,3
28-11-2025,Telangana,Adilabad,504296,18,4
28-11-2025,Telangana,Adilabad,504309,30,18
28-11-2025,Telangana,Adilabad,504311,5,11
28-11-2025,Telangana,Bhadradri Kothagudem,507120,11,4
28-11-2025,Telangana,Bhadradri Kothagudem,507123,10,6
28-11-2025,Telangana,Bhadradri Kothagudem,507128,3,0
28-11-2025,Telangana,Bhadradri Kothagudem,507133,0,1
28-11-2025,Telangana,Bhadradri Kothagudem,507301,1,0
28-11-2025,Telangana,Hanumakonda,505471,0,1
28-11-2025,Telangana,Hanumakonda,506310,1,0
28-11-2025,Telangana,Hanumakonda,506371,1,1
28-11-2025,Telangana,Hanumakonda,506391,0,1
28-11-2025,Telangana,Hyderabad,500006,37,16
28-11-2025,Telangana,Hyderabad,500007,0,5
28-11-2025,Telangana,Hyderabad,500015,22,9
28-11-2025,Telangana,Hyderabad,500018,25,17
28-11-2025,Telangana,Hyderabad,500023,40,16
28-11-2025,Telangana,Hyderabad,500027,5,5
28-11-2025,Telangana,Hyderabad,500036,5,16
28-11-2025,Telangana,Hyderabad,500041,1,1
28-11-2025,Telangana,Hyderabad,500045,22,13
28-11-2025,Telangana,Hyderabad,500053,91,35
28-11-2025,Telangana,Hyderabad,500055,1,2
28-11-2025,Telangana,Hyderabad,500059,25,27
28-11-2025,Telangana,Jagitial,505331,2,0
28-11-2025,Telangana,Jagitial,505453,2,1
28-11-2025,Telangana,Jangoan,506144,2,2
28-11-2025,Telangana,Jangoan,506167,18,3
28-11-2025,Telangana,Jangoan,506201,0,3
28-11-2025,Telangana,Jangoan,506252,3,0
28-11-2025,Telangana,Jangoan,506367,2,0
28-11-2025,Telangana,Jayashankar Bhupalpally,505503,6,6
28-11-2025,Telangana,Jayashankar Bhupalpally,505504,1,0
28-11-2025,Telangana,Jayashankar Bhupalpally,506356,2,0
28-11-2025,Telangana,Jogulamba Gadwal,509125,14,13
28-11-2025,Telangana,Jogulamba Gadwal,509127,7,6
28-11-2025,Telangana,Jogulamba Gadwal,509132,4,1
28-11-2025,Telangana,Jogulamba Gadwal,509135,3,0
28-11-2025,Telangana,Jogulamba Gadwal,509153,3,1
28-11-2025,Telangana,K.v. Rangareddy,500039,13,10
28-11-2025,Telangana,K.v. Rangareddy,500049,27,17
28-11-2025,Telangana,K.v. Rangareddy,500050,25,3
28-11-2025,Telangana,K.v. Rangareddy,500068,18,8
28-11-2025,Telangana,K.v. Rangareddy,500086,5,4
28-11-2025,Telangana,K.v. Rangareddy,500087,3,8
28-11-2025,Telangana,K.v. Rangareddy,500089,8,11
28-11-2025,Telangana,K.v. Rangareddy,500091,0,2
28-11-2025,Telangana,K.v. Rangareddy,500102,0,1
28-11-2025,Telangana,K.v. Rangareddy,501111,1,5
28-11-2025,Telangana,K.v. Rangareddy,501121,7,4
28-11-2025,Telangana,K.v. Rangareddy,501141,5,2
28-11-2025,Telangana,K.v. Rangareddy,501359,16,7
28-11-2025,Telangana,K.v. Rangareddy,501401,17,11
28-11-2025,Telangana,K.v. Rangareddy,501506,5,8
28-11-2025,Telangana,K.v. Rangareddy,501508,16,15
28-11-2025,Telangana,K.v. Rangareddy,509217,5,10
28-11-2025,Telangana,Kamareddy,503111,11,12
28-11-2025,Telangana,Kamareddy,503321,11,2
28-11-2025,Telangana,Karimnagar,505102,3,1
28-11-2025,Telangana,Karimnagar,505122,3,7
28-11-2025,Telangana,Karimnagar,505185,3,4
28-11-2025,Telangana,Karimnagar,505187,2,7
28-11-2025,Telangana,Karimnagar,505214,7,3
28-11-2025,Telangana,Karimnagar,505215,8,6
28-11-2025,Telangana,Karimnagar,505303,3,2
28-11-2025,Telangana,Karimnagar,505306,2,3
28-11-2025,Telangana,Karimnagar,505307,11,2
28-11-2025,Telangana,Karimnagar,505415,8,4
28-11-2025,Telangana,Karimnagar,505454,3,3
28-11-2025,Telangana,Karimnagar,505460,8,2
28-11-2025,Telangana,Karimnagar,505476,0,2
28-11-2025,Telangana,Karimnagar,505503,23,18
28-11-2025,Telangana,Karimnagar,505527,3,1
28-11-2025,Telangana,Karimnagar,505529,8,3
28-11-2025,Telangana,Khammam,507115,7,2
28-11-2025,Telangana,Khammam,507119,4,0
28-11-2025,Telangana,Khammam,507137,1,0
28-11-2025,Telangana,Khammam,507161,3,3
28-11-2025,Telangana,Khammam,507166,9,0
28-11-2025,Telangana,Khammam,507209,8,1
28-11-2025,Telangana,Khammam,507306,1,0
28-11-2025,Telangana,Komaram Bheem,504313,0,1
28-11-2025,Telangana,Mahabubabad,506105,1,0
28-11-2025,Telangana,Mahabubabad,506134,1,2
28-11-2025,Telangana,Mahabubabad,506135,0,3
28-11-2025,Telangana,Mahabubabad,507122,0,2
28-11-2025,Telangana,Mahabubnagar,509110,17,5
28-11-2025,Telangana,Mahabubnagar,509120,7,0
28-11-2025,Telangana,Mahabubnagar,509125,21,16
28-11-2025,Telangana,Mahabubnagar,509132,9,7
28-11-2025,Telangana,Mahabubnagar,509202,13,6
28-11-2025,Telangana,Mahabubnagar,509203,2,6
28-11-2025,Telangana,Mahabubnagar,509208,17,13
28-11-2025,Telangana,Mahabubnagar,509210,24,18
28-11-2025,Telangana,Mahabubnagar,509325,1,1
28-11-2025,Telangana,Mahabubnagar,509326,1,1
28-11-2025,Telangana,Mahabubnagar,509334,3,5
28-11-2025,Telangana,Mahabubnagar,509337,14,1
28-11-2025,Telangana,Mahabubnagar,509349,4,4
28-11-2025,Telangana,Mahabubnagar,509376,8,39
28-11-2025,Telangana,Mahabubnagar,509407,12,6
28-11-2025,Telangana,Mahabubnagar,509410,1,2
28-11-2025,Telangana,Mancherial,504205,0,2
28-11-2025,Telangana,Mancherial,504208,11,10
28-11-2025,Telangana,Mancherial,504218,6,3
28-11-2025,Telangana,Mancherial,504301,7,1
28-11-2025,Telangana,Medak,502001,7,6
28-11-2025,Telangana,Medak,502107,3,1
28-11-2025,Telangana,Medak,502109,4,6
28-11-2025,Telangana,Medak,502115,5,4
28-11-2025,Telangana,Medak,502130,1,4
28-11-2025,Telangana,Medak,502221,8,10
28-11-2025,Telangana,Medak,502228,0,1
28-11-2025,Telangana,Medak,502248,8,4
28-11-2025,Telangana,Medak,502251,3,2
28-11-2025,Telangana,Medak,502277,17,5
28-11-2025,Telangana,Medak,502285,11,2
28-11-2025,Telangana,Medak,502302,20,11
28-11-2025,Telangana,Medak,502316,7,9
28-11-2025,Telangana,Medak,502321,21,7
28-11-2025,Telangana,Medchal-malkajgiri,500014,2,2
28-11-2025,Telangana,Medchal-malkajgiri,500055,14,19
28-11-2025,Telangana,Medchal-malkajgiri,500101,2,1
28-11-2025,Telangana,Medchal−malkajgiri,500043,7,1
28-11-2025,Telangana,Medchal−malkajgiri,500055,7,2
28-11-2025,Telangana,Medchal−malkajgiri,500085,2,0
28-11-2025,Telangana,Medchal−malkajgiri,500090,3,3
28-11-2025,Telangana,Mulugu,506165,1,3
28-11-2025,Telangana,Mulugu,506352,1,3
28-11-2025,Telangana,Nagarkurnool,509235,0,2
28-11-2025,Telangana,Nagarkurnool,509349,0,2
28-11-2025,Telangana,Nagarkurnool,509376,4,0
28-11-2025,Telangana,Nalgonda,508101,9,5
28-11-2025,Telangana,Nalgonda,508105,7,6
28-11-2025,Telangana,Nalgonda,508114,4,1
28-11-2025,Telangana,Nalgonda,508202,6,7
28-11-2025,Telangana,Nalgonda,508204,19,2
28-11-2025,Telangana,Nalgonda,508213,16,14
28-11-2025,Telangana,Nalgonda,508217,7,6
28-11-2025,Telangana,Nalgonda,508243,23,9
28-11-2025,Telangana,Nalgonda,508254,14,4
28-11-2025,Telangana,Nalgonda,508258,26,34
28-11-2025,Telangana,Nalgonda,508280,5,1
28-11-2025,Telangana,Nalgonda,508376,3,1
28-11-2025,Telangana,Narayanpet,509204,1,0
28-11-2025,Telangana,Narayanpet,509208,6,9
28-11-2025,Telangana,Narayanpet,509311,2,3
28-11-2025,Telangana,Narayanpet,509371,2,0
28-11-2025,Telangana,Nirmal,504105,5,5
28-11-2025,Telangana,Nirmal,504202,4,3
28-11-2025,Telangana,Nizamabad,503001,48,26
28-11-2025,Telangana,Nizamabad,503165,26,10
28-11-2025,Telangana,Nizamabad,503206,13,6
28-11-2025,Telangana,Nizamabad,503213,10,4
28-11-2025,Telangana,Nizamabad,503217,4,7
28-11-2025,Telangana,Nizamabad,503219,22,3
28-11-2025,Telangana,Nizamabad,503306,7,10
28-11-2025,Telangana,Nizamabad,503308,40,2
28-11-2025,Telangana,Peddapalli,505153,1,2
28-11-2025,Telangana,Peddapalli,505174,1,1
28-11-2025,Telangana,Peddapalli,505187,3,1
28-11-2025,Telangana,Peddapalli,505188,0,1
28-11-2025,Telangana,Peddapalli,505215,1,1
28-11-2025,Telangana,Peddapalli,505416,1,0
28-11-2025,Telangana,Rajanna Sircilla,505304,4,0
28-11-2025,Telangana,Rajanna Sircilla,505524,4,1
28-11-2025,Telangana,Sangareddy,502228,2,0
28-11-2025,Telangana,Sangareddy,502270,5,1
28-11-2025,Telangana,Sangareddy,502286,8,1
28-11-2025,Telangana,Sangareddy,502305,2,0
28-11-2025,Telangana,Sangareddy,502313,2,1
28-11-2025,Telangana,Siddipet,502108,13,8
28-11-2025,Telangana,Siddipet,502267,2,0
28-11-2025,Telangana,Siddipet,502277,6,1
28-11-2025,Telangana,Siddipet,502334,3,1
28-11-2025,Telangana,Siddipet,505466,1,0
28-11-2025,Telangana,Siddipet,506224,1,0
28-11-2025,Telangana,Suryapet,508234,0,3
28-11-2025,Telangana,Suryapet,508246,4,4
28-11-2025,Telangana,Suryapet,508280,1,0
28-11-2025,Telangana,Vikarabad,501101,8,7
28-11-2025,Telangana,Vikarabad,501106,3,5
28-11-2025,Telangana,Vikarabad,501121,2,0
28-11-2025,Telangana,Vikarabad,501141,2,5
28-11-2025,Telangana,Vikarabad,501202,14,1
28-11-2025,Telangana,Vikarabad,501502,4,1
28-11-2025,Telangana,Vikarabad,509336,6,3
28-11-2025,Telangana,Vikarabad,509338,1,0
28-11-2025,Telangana,Wanaparthy,509130,3,1
28-11-2025,Telangana,Wanaparthy,509380,3,1
28-11-2025,Telangana,Wanaparthy,509382,1,2
28-11-2025,Telangana,Warangal,506003,1,0
28-11-2025,Telangana,Warangal,506006,7,2
28-11-2025,Telangana,Warangal,506007,1,0
28-11-2025,Telangana,Warangal,506013,4,1
28-11-2025,Telangana,Warangal,506122,4,2
28-11-2025,Telangana,Warangal,506145,5,2
28-11-2025,Telangana,Warangal,506151,6,0
28-11-2025,Telangana,Warangal,506163,19,1
28-11-2025,Telangana,Warangal,506167,9,2
28-11-2025,Telangana,Warangal,506201,4,3
28-11-2025,Telangana,Warangal,506252,10,9
28-11-2025,Telangana,Warangal,506313,4,0
28-11-2025,Telangana,Warangal,506314,4,1
28-11-2025,Telangana,Warangal,506332,2,0
28-11-2025,Telangana,Warangal,506352,2,1
28-11-2025,Telangana,Warangal,506367,4,9
28-11-2025,Telangana,Warangal,506368,7,9
28-11-2025,Telangana,Warangal,506369,1,1
28-11-2025,Telangana,Warangal,506381,19,1
28-11-2025,Telangana,Warangal Rural,506132,0,3
28-11-2025,Telangana,Warangal Rural,506332,0,1
28-11-2025,Telangana,Warangal Urban,506001,7,1
28-11-2025,Telangana,Warangal Urban,506142,3,0
28-11-2025,Telangana,Warangal Urban,506151,2,0
27-11-2025,Telangana,Adilabad,504102,10,7
27-11-2025,Telangana,Adilabad,504201,13,3
27-11-2025,Telangana,Adilabad,504219,9,1
27-11-2025,Telangana,Adilabad,504295,2,2
27-11-2025,Telangana,Adilabad,504296,20,3
27-11-2025,Telangana,Adilabad,504302,6,0
27-11-2025,Telangana,Adilabad,504303,5,0
27-11-2025,Telangana,Adilabad,504306,2,0
27-11-2025,Telangana,Adilabad,504346,4,6
27-11-2025,Telangana,Bhadradri Kothagudem,507111,3,0
27-11-2025,Telangana,Bhadradri Kothagudem,507118,3,3
27-11-2025,Telangana,Bhadradri Kothagudem,507137,3,2
27-11-2025,Telangana,Hanumakonda,506006,1,1
27-11-2025,Telangana,Hanumakonda,506151,0,3
27-11-2025,Telangana,Hyderabad,500003,35,17
27-11-2025,Telangana,Hyderabad,500012,20,6
27-11-2025,Telangana,Hyderabad,500033,2,2
27-11-2025,Telangana,Hyderabad,500038,5,7
27-11-2025,Telangana,Hyderabad,500045,31,14
27-11-2025,Telangana,Hyderabad,500049,6,6
27-11-2025,Telangana,Hyderabad,500064,56,23
27-11-2025,Telangana,Jagitial,504106,2,0
27-11-2025,Telangana,Jagitial,505325,6,0
27-11-2025,Telangana,Jagitial,505331,2,0
27-11-2025,Telangana,Jagitial,505452,1,1
27-11-2025,Telangana,Jangoan,506222,0,2
27-11-2025,Telangana,Jangoan,506316,4,5
27-11-2025,Telangana,Jayashankar Bhupalpally,505503,13,4
27-11-2025,Telangana,Jayashankar Bhupalpally,506345,0,3
27-11-2025,Telangana,Jayashankar Bhupalpally,506348,1,1
27-11-2025,Telangana,Jayashankar Bhupalpally,506356,2,1
27-11-2025,Telangana,Jogulamba Gadwal,509135,0,3
27-11-2025,Telangana,K.v. Rangareddy,500005,22,13
27-11-2025,Telangana,K.v. Rangareddy,500008,1,3
27-11-2025,Telangana,K.v. Rangareddy,500014,4,3
27-11-2025,Telangana,K.v. Rangareddy,500030,4,6
27-11-2025,Telangana,K.v. Rangareddy,500075,5,15
